행정구역,나이,2015년,2016년,2017년,2018년,2019년,2020년,위도,경도
서울특별시 영등포구 (1156000000),14~16,"9,670","8,849","7,992","7,452",6967,"6,805",37.52215593,126.8945102
서울특별시 영등포구 (1156000000),17~19,"11,316","10,718","10,310","9,673","8,981","8,396",37.52215593,126.8945102
서울특별시 영등포구 (1156000000),20~24,"24,592","23,676","23,123","22,430","21,925","21,852",37.52215593,126.8945102
서울특별시 용산구 (1117000000),00~07,13732,13136,12458,11894,11277,10649,37.55374443,126.9854271
서울특별시 용산구 (1117000000),08~13,"9,992",9636,9327,8943,8825,8788,37.55374443,126.9854271
서울특별시 용산구 (1117000000),14~16,"6,338","5,885","5,295","4,885",4637,"4,474",37.55374443,126.9854271
서울특별시 용산구 (1117000000),17~19,"7,025","6,715","6,526","6,399","5,993","5,495",37.55374443,126.9854271
서울특별시 용산구 (1117000000),20~24,"14,734","14,442","14,108","13,979","13,746","13,791",37.55374443,126.9854271
서울특별시 은평구 (1138000000),00~07,31720,30027,28268,26441,24877,23113,37.61970523,126.9299832
서울특별시 은평구 (1138000000),08~13,"24,662",23842,22905,22087,21887,21600,37.61970523,126.9299832
서울특별시 은평구 (1138000000),14~16,"15,773","14,733","13,428","12,615",11719,"11,202",37.61970523,126.9299832
서울특별시 은평구 (1138000000),17~19,"17,646","16,869","16,369","15,694","14,629","13,388",37.61970523,126.9299832
서울특별시 은평구 (1138000000),20~24,"32,895","32,638","31,894","30,946","30,166","29,890",37.61970523,126.9299832
서울특별시 종로구 (1111000000),00~07,7167,7054,7102,6746,6343,5740,37.57565078,126.9768888
서울특별시 종로구 (1111000000),08~13,"6,622",6358,6196,6122,6088,6005,37.57565078,126.9768888
서울특별시 종로구 (1111000000),14~16,"4,676","4,249","3,841","3,507",3315,"3,158",37.57565078,126.9768888
서울특별시 종로구 (1111000000),17~19,"5,571","5,221","5,110","4,804","4,395","3,873",37.57565078,126.9768888
서울특별시 종로구 (1111000000),20~24,"11,508","11,537","11,632","11,289","10,990","10,517",37.57565078,126.9768888
서울특별시 중구 (1114000000),00~07,6683,6600,6517,6297,6033,5515,37.56180104,126.9810874
서울특별시 중구 (1114000000),08~13,"4,417",4298,4081,3974,3990,3966,37.56180104,126.9810874
서울특별시 중구 (1114000000),14~16,"2,819","2,571","2,296","2,114",1970,"1,865",37.56180104,126.9810874
서울특별시 중구 (1114000000),17~19,"3,573","3,393","3,203","3,059","2,829","2,527",37.56180104,126.9810874
서울특별시 중구 (1114000000),20~24,"8,328","8,243","8,080","7,887","7,680","7,707",37.56180104,126.9810874
서울특별시 중랑구 (1126000000),00~07,24396,23556,22963,21352,19702,18165,37.59276613,127.0867683
서울특별시 중랑구 (1126000000),08~13,"17,393",16862,16175,15597,15397,15152,37.59276613,127.0867683
서울특별시 중랑구 (1126000000),14~16,"11,745","10,716","9,552","8,669",8071,"7,591",37.59276613,127.0867683
서울특별시 중랑구 (1126000000),17~19,"14,346","13,332","12,665","11,794","10,658","9,592",37.59276613,127.0867683
서울특별시 중랑구 (1126000000),20~24,"29,435","29,060","27,915","26,429","24,828","23,909",37.59276613,127.0867683
